,Name,GW,Season,Squad,Total Points
4537,Harrison-Reed,9,2022-23,Fulham,1.0
4538,Harrison-Reed,10,2022-23,Fulham,1.0
4539,Harrison-Reed,11,2022-23,Fulham,1.0
4540,Harrison-Reed,12,2022-23,Fulham,10.0
4541,Harrison-Reed,13,2022-23,Fulham,6.0
4542,Harrison-Reed,14,2022-23,Fulham,3.0
4543,Harrison-Reed,15,2022-23,Fulham,1.0
4544,Harrison-Reed,17,2022-23,Fulham,3.0
4545,Harrison-Reed,18,2022-23,Fulham,2.0
4546,Harrison-Reed,19,2022-23,Fulham,
4547,Harrison-Reed,7,2022-23,Fulham,
4548,Bobby-Reid,4,2022-23,Fulham,
4549,Bobby-Reid,5,2022-23,Fulham,
4550,Bobby-Reid,6,2022-23,Fulham,
4551,Bobby-Reid,8,2022-23,Fulham,
4552,Bobby-Reid,9,2022-23,Fulham,
4553,Bobby-Reid,10,2022-23,Fulham,
4554,Bobby-Reid,11,2022-23,Fulham,
4555,Bobby-Reid,12,2022-23,Fulham,
4556,Bobby-Reid,13,2022-23,Fulham,
4557,Bobby-Reid,14,2022-23,Fulham,
4558,Bobby-Reid,16,2022-23,Fulham,
4559,Bobby-Reid,17,2022-23,Fulham,
4560,Bobby-Reid,18,2022-23,Fulham,
4561,Bobby-Reid,19,2022-23,Fulham,
4562,Bobby-Reid,7,2022-23,Fulham,
4563,Declan-Rice,4,2022-23,West Ham,6.0
4564,Declan-Rice,5,2022-23,West Ham,3.0
4565,Declan-Rice,6,2022-23,West Ham,6.0
4566,Declan-Rice,8,2022-23,West Ham,2.0
4567,Declan-Rice,9,2022-23,West Ham,2.0
4568,Declan-Rice,10,2022-23,West Ham,2.0
4569,Declan-Rice,11,2022-23,West Ham,10.0
4570,Declan-Rice,12,2022-23,West Ham,2.0
4571,Declan-Rice,13,2022-23,West Ham,3.0
4572,Declan-Rice,14,2022-23,West Ham,2.0
4573,Declan-Rice,15,2022-23,West Ham,2.0
4574,Declan-Rice,16,2022-23,West Ham,2.0
4575,Declan-Rice,17,2022-23,West Ham,2.0
4576,Declan-Rice,18,2022-23,West Ham,2.0
4577,Declan-Rice,19,2022-23,West Ham,
4578,Chris-Richards,1,2022-23,Crystal Palace,0.0
4579,Chris-Richards,2,2022-23,Crystal Palace,1.0
4580,Chris-Richards,3,2022-23,Crystal Palace,1.0
4581,Chris-Richards,4,2022-23,Crystal Palace,0.0
4582,Chris-Richards,5,2022-23,Crystal Palace,0.0
4583,Chris-Richards,6,2022-23,Crystal Palace,0.0
4584,Chris-Richards,17,2022-23,Crystal Palace,0.0
4585,Chris-Richards,18,2022-23,Crystal Palace,0.0
4586,Chris-Richards,19,2022-23,Crystal Palace,
4587,Richarlison,2,2022-23,Tottenham,1.0
4588,Richarlison,3,2022-23,Tottenham,1.0
4589,Richarlison,4,2022-23,Tottenham,4.0
4590,Richarlison,5,2022-23,Tottenham,0.0
4591,Richarlison,6,2022-23,Tottenham,5.0
4592,Richarlison,8,2022-23,Tottenham,1.0
4593,Richarlison,9,2022-23,Tottenham,5.0
4594,Richarlison,10,2022-23,Tottenham,1.0
4595,Richarlison,11,2022-23,Tottenham,1.0
4596,Richarlison,16,2022-23,Tottenham,2.0
4597,Jairo-Riedewald,1,2022-23,Crystal Palace,0.0
4598,Jairo-Riedewald,6,2022-23,Crystal Palace,0.0
4599,Jairo-Riedewald,9,2022-23,Crystal Palace,0.0
4600,Jairo-Riedewald,10,2022-23,Crystal Palace,0.0
4601,Jairo-Riedewald,11,2022-23,Crystal Palace,1.0
4602,Jairo-Riedewald,12,2022-23,Crystal Palace,1.0
4603,Jairo-Riedewald,13,2022-23,Crystal Palace,0.0
4604,Jairo-Riedewald,14,2022-23,Crystal Palace,1.0
4605,Jairo-Riedewald,15,2022-23,Crystal Palace,0.0
4606,Jairo-Riedewald,16,2022-23,Crystal Palace,0.0
4607,Jairo-Riedewald,17,2022-23,Crystal Palace,1.0
4608,Jairo-Riedewald,18,2022-23,Crystal Palace,0.0
4609,Jairo-Riedewald,19,2022-23,Crystal Palace,
4610,Matt-Ritchie,1,2022-23,Newcastle Utd,0.0
4611,Matt-Ritchie,2,2022-23,Newcastle Utd,0.0
4612,Matt-Ritchie,3,2022-23,Newcastle Utd,0.0
4613,Matt-Ritchie,4,2022-23,Newcastle Utd,1.0
4614,Matt-Ritchie,5,2022-23,Newcastle Utd,0.0
4615,Matt-Ritchie,6,2022-23,Newcastle Utd,0.0
4616,Matt-Ritchie,8,2022-23,Newcastle Utd,0.0
4617,Matt-Ritchie,17,2022-23,Newcastle Utd,1.0
4618,Matt-Ritchie,18,2022-23,Newcastle Utd,0.0
4619,Matt-Ritchie,19,2022-23,Newcastle Utd,
4620,Andrew-Robertson,1,2022-23,Liverpool,1.0
4621,Andrew-Robertson,2,2022-23,Liverpool,2.0
4622,Andrew-Robertson,3,2022-23,Liverpool,1.0
4623,Andrew-Robertson,4,2022-23,Liverpool,9.0
4624,Andrew-Robertson,5,2022-23,Liverpool,2.0
4625,Andrew-Robertson,6,2022-23,Liverpool,1.0
4626,Andrew-Robertson,11,2022-23,Liverpool,6.0
4627,Andrew-Robertson,12,2022-23,Liverpool,1.0
4628,Andrew-Robertson,13,2022-23,Liverpool,2.0
4629,Andrew-Robertson,14,2022-23,Liverpool,7.0
4630,Andrew-Robertson,15,2022-23,Liverpool,2.0
4631,Andrew-Robertson,16,2022-23,Liverpool,9.0
4632,Andrew-Robertson,17,2022-23,Liverpool,8.0
4633,Andrew-Robertson,18,2022-23,Liverpool,2.0
4634,Andrew-Robertson,19,2022-23,Liverpool,
4635,Antonee-Robinson,3,2022-23,Fulham,1.0
4636,Antonee-Robinson,4,2022-23,Fulham,0.0
4637,Antonee-Robinson,5,2022-23,Fulham,1.0
4638,Antonee-Robinson,6,2022-23,Fulham,1.0
4639,Antonee-Robinson,10,2022-23,Fulham,1.0
4640,Antonee-Robinson,11,2022-23,Fulham,1.0
4641,Antonee-Robinson,12,2022-23,Fulham,6.0
4642,Antonee-Robinson,13,2022-23,Fulham,0.0
4643,Antonee-Robinson,14,2022-23,Fulham,6.0
4644,Antonee-Robinson,15,2022-23,Fulham,0.0
4645,Antonee-Robinson,16,2022-23,Fulham,1.0
4646,Antonee-Robinson,17,2022-23,Fulham,6.0
4647,Antonee-Robinson,18,2022-23,Fulham,2.0
4648,Antonee-Robinson,19,2022-23,Fulham,
4649,Antonee-Robinson,7,2022-23,Fulham,
4650,Marc-Roca,4,2022-23,Leeds United,
4651,Marc-Roca,5,2022-23,Leeds United,
4652,Marc-Roca,6,2022-23,Leeds United,
4653,Marc-Roca,9,2022-23,Leeds United,
4654,Marc-Roca,10,2022-23,Leeds United,
4655,Marc-Roca,11,2022-23,Leeds United,
4656,Marc-Roca,12,2022-23,Leeds United,
4657,Marc-Roca,13,2022-23,Leeds United,
4658,Marc-Roca,14,2022-23,Leeds United,
4659,Marc-Roca,15,2022-23,Leeds United,
4660,Marc-Roca,16,2022-23,Leeds United,
4661,Marc-Roca,17,2022-23,Leeds United,
4662,Marc-Roca,18,2022-23,Leeds United,
4663,Marc-Roca,19,2022-23,Leeds United,
4664,Marc-Roca,20,2022-23,Leeds United,
4665,Marek-Rodak,5,2022-23,Fulham,0.0
4666,Marek-Rodak,6,2022-23,Fulham,0.0
4667,Marek-Rodak,8,2022-23,Fulham,0.0
4668,Marek-Rodak,9,2022-23,Fulham,0.0
4669,Marek-Rodak,10,2022-23,Fulham,0.0
4670,Marek-Rodak,11,2022-23,Fulham,0.0
4671,Marek-Rodak,12,2022-23,Fulham,0.0
4672,Marek-Rodak,13,2022-23,Fulham,0.0
4673,Marek-Rodak,14,2022-23,Fulham,0.0
4674,Marek-Rodak,15,2022-23,Fulham,0.0
4675,Marek-Rodak,16,2022-23,Fulham,0.0
4676,Marek-Rodak,17,2022-23,Fulham,0.0
4677,Marek-Rodak,18,2022-23,Fulham,0.0
4678,Marek-Rodak,19,2022-23,Fulham,
4679,Marek-Rodak,7,2022-23,Fulham,
4680,Rodri,2,2022-23,Manchester City,
4681,Rodri,3,2022-23,Manchester City,
4682,Rodri,4,2022-23,Manchester City,
4683,Rodri,5,2022-23,Manchester City,
4684,Rodri,6,2022-23,Manchester City,
4685,Rodri,8,2022-23,Manchester City,
4686,Rodri,10,2022-23,Manchester City,
4687,Rodri,11,2022-23,Manchester City,
4688,Rodri,13,2022-23,Manchester City,
4689,Rodri,14,2022-23,Manchester City,
4690,Rodri,15,2022-23,Manchester City,
4691,Rodri,16,2022-23,Manchester City,
4692,Rodri,17,2022-23,Manchester City,
4693,Rodri,18,2022-23,Manchester City,
4694,Rodri,19,2022-23,Manchester City,
4695,Rodrigo,3,2022-23,Leeds United,
4696,Rodrigo,4,2022-23,Leeds United,
4697,Rodrigo,5,2022-23,Leeds United,
4698,Rodrigo,9,2022-23,Leeds United,
4699,Rodrigo,10,2022-23,Leeds United,
4700,Rodrigo,11,2022-23,Leeds United,
4701,Rodrigo,12,2022-23,Leeds United,
4702,Rodrigo,13,2022-23,Leeds United,
4703,Rodrigo,14,2022-23,Leeds United,
4704,Rodrigo,15,2022-23,Leeds United,
4705,Rodrigo,16,2022-23,Leeds United,
4706,Rodrigo,17,2022-23,Leeds United,
4707,Rodrigo,18,2022-23,Leeds United,
4708,Rodrigo,19,2022-23,Leeds United,
4709,Rodrigo,20,2022-23,Leeds United,
4710,Mads-Roerslev,4,2022-23,Brentford,
4711,Mads-Roerslev,5,2022-23,Brentford,
4712,Mads-Roerslev,6,2022-23,Brentford,
4713,Mads-Roerslev,8,2022-23,Brentford,
4714,Mads-Roerslev,9,2022-23,Brentford,
4715,Mads-Roerslev,10,2022-23,Brentford,
4716,Mads-Roerslev,11,2022-23,Brentford,
4717,Mads-Roerslev,12,2022-23,Brentford,
4718,Mads-Roerslev,13,2022-23,Brentford,
4719,Mads-Roerslev,14,2022-23,Brentford,
4720,Mads-Roerslev,15,2022-23,Brentford,
4721,Mads-Roerslev,16,2022-23,Brentford,
4722,Mads-Roerslev,17,2022-23,Brentford,
4723,Mads-Roerslev,18,2022-23,Brentford,
4724,Mads-Roerslev,19,2022-23,Brentford,
4725,Cristian-Romero,1,2022-23,Tottenham,2.0
4726,Cristian-Romero,2,2022-23,Tottenham,1.0
4727,Cristian-Romero,6,2022-23,Tottenham,1.0
4728,Cristian-Romero,8,2022-23,Tottenham,1.0
4729,Cristian-Romero,9,2022-23,Tottenham,1.0
4730,Cristian-Romero,10,2022-23,Tottenham,8.0
4731,Cristian-Romero,11,2022-23,Tottenham,6.0
4732,Cristian-Romero,12,2022-23,Tottenham,1.0
4733,Cristian-Romero,18,2022-23,Tottenham,0.0
4734,Cristian-Romero,19,2022-23,Tottenham,
4735,Oriol-Romeu,1,2022-23,Southampton,
4736,Oriol-Romeu,2,2022-23,Southampton,
4737,Oriol-Romeu,3,2022-23,Southampton,
4738,Oriol-Romeu,4,2022-23,Southampton,
4739,Cristiano-Ronaldo,1,2022-23,Manchester Utd,
4740,Cristiano-Ronaldo,2,2022-23,Manchester Utd,
4741,Cristiano-Ronaldo,3,2022-23,Manchester Utd,
4742,Cristiano-Ronaldo,4,2022-23,Manchester Utd,
4743,Cristiano-Ronaldo,5,2022-23,Manchester Utd,
4744,Cristiano-Ronaldo,6,2022-23,Manchester Utd,
4745,Cristiano-Ronaldo,9,2022-23,Manchester Utd,
4746,Cristiano-Ronaldo,10,2022-23,Manchester Utd,
4747,Cristiano-Ronaldo,11,2022-23,Manchester Utd,
4748,Cristiano-Ronaldo,12,2022-23,Manchester Utd,
4749,Cristiano-Ronaldo,14,2022-23,Manchester Utd,
4750,Cristiano-Ronaldo,15,2022-23,Manchester Utd,
4751,Connor-Ronan,1,2022-23,Wolves,0.0
4752,Connor-Ronan,2,2022-23,Wolves,0.0
4753,Connor-Ronan,5,2022-23,Wolves,0.0
4754,Connor-Ronan,6,2022-23,Wolves,0.0
4755,Connor-Ronan,8,2022-23,Wolves,0.0
4756,Connor-Ronan,9,2022-23,Wolves,0.0
4757,Connor-Ronan,10,2022-23,Wolves,0.0
4758,Connor-Ronan,12,2022-23,Wolves,0.0
4759,Connor-Ronan,15,2022-23,Wolves,1.0
4760,Connor-Ronan,16,2022-23,Wolves,0.0
4761,Connor-Ronan,17,2022-23,Wolves,0.0
4762,Salomon-Rondon,2,2022-23,Everton,1.0
4763,Salomon-Rondon,3,2022-23,Everton,1.0
4764,Salomon-Rondon,4,2022-23,Everton,1.0
4765,Salomon-Rondon,5,2022-23,Everton,0.0
4766,Salomon-Rondon,6,2022-23,Everton,0.0
4767,Salomon-Rondon,8,2022-23,Everton,1.0
4768,Salomon-Rondon,9,2022-23,Everton,1.0
4769,Salomon-Rondon,10,2022-23,Everton,1.0
4770,Salomon-Rondon,11,2022-23,Everton,1.0
4771,Salomon-Rondon,13,2022-23,Everton,0.0
4772,Joe-Rothwell,11,2022-23,Bournemouth,0.0
4773,Joe-Rothwell,12,2022-23,Bournemouth,1.0
4774,Joe-Rothwell,13,2022-23,Bournemouth,0.0
4775,Joe-Rothwell,14,2022-23,Bournemouth,0.0
4776,Joe-Rothwell,15,2022-23,Bournemouth,1.0
4777,Joe-Rothwell,16,2022-23,Bournemouth,0.0
4778,Joe-Rothwell,17,2022-23,Bournemouth,0.0
4779,Joe-Rothwell,18,2022-23,Bournemouth,1.0
4780,Joe-Rothwell,19,2022-23,Bournemouth,
4781,Jose-Sa,4,2022-23,Wolves,
4782,Jose-Sa,5,2022-23,Wolves,
4783,Jose-Sa,6,2022-23,Wolves,
4784,Jose-Sa,8,2022-23,Wolves,
4785,Jose-Sa,9,2022-23,Wolves,
4786,Jose-Sa,10,2022-23,Wolves,
4787,Jose-Sa,11,2022-23,Wolves,
4788,Jose-Sa,12,2022-23,Wolves,
4789,Jose-Sa,13,2022-23,Wolves,
4790,Jose-Sa,14,2022-23,Wolves,
4791,Jose-Sa,15,2022-23,Wolves,
4792,Jose-Sa,16,2022-23,Wolves,
4793,Jose-Sa,17,2022-23,Wolves,
4794,Jose-Sa,18,2022-23,Wolves,
4795,Jose-Sa,19,2022-23,Wolves,
4796,Allan-Saint-Maximin,1,2022-23,Newcastle Utd,3.0
4797,Allan-Saint-Maximin,2,2022-23,Newcastle Utd,2.0
4798,Allan-Saint-Maximin,3,2022-23,Newcastle Utd,13.0
4799,Allan-Saint-Maximin,4,2022-23,Newcastle Utd,9.0
4800,Allan-Saint-Maximin,10,2022-23,Newcastle Utd,1.0
4801,Allan-Saint-Maximin,14,2022-23,Newcastle Utd,1.0
4802,Allan-Saint-Maximin,15,2022-23,Newcastle Utd,4.0
4803,Allan-Saint-Maximin,16,2022-23,Newcastle Utd,0.0
4804,Allan-Saint-Maximin,17,2022-23,Newcastle Utd,1.0
4805,Allan-Saint-Maximin,18,2022-23,Newcastle Utd,1.0
4806,Allan-Saint-Maximin,19,2022-23,Newcastle Utd,
4807,Bukayo-Saka,3,2022-23,Arsenal,3.0
4808,Bukayo-Saka,4,2022-23,Arsenal,5.0
4809,Bukayo-Saka,5,2022-23,Arsenal,5.0
4810,Bukayo-Saka,6,2022-23,Arsenal,7.0
4811,Bukayo-Saka,8,2022-23,Arsenal,9.0
4812,Bukayo-Saka,9,2022-23,Arsenal,2.0
4813,Bukayo-Saka,10,2022-23,Arsenal,15.0
4814,Bukayo-Saka,11,2022-23,Arsenal,9.0
4815,Bukayo-Saka,13,2022-23,Arsenal,1.0
4816,Bukayo-Saka,14,2022-23,Arsenal,4.0
4817,Bukayo-Saka,15,2022-23,Arsenal,5.0
4818,Bukayo-Saka,16,2022-23,Arsenal,3.0
4819,Bukayo-Saka,17,2022-23,Arsenal,9.0
4820,Bukayo-Saka,18,2022-23,Arsenal,6.0
4821,Bukayo-Saka,19,2022-23,Arsenal,
4822,Mohamed-Salah,3,2022-23,Liverpool,8.0
4823,Mohamed-Salah,4,2022-23,Liverpool,3.0
4824,Mohamed-Salah,5,2022-23,Liverpool,10.0
4825,Mohamed-Salah,6,2022-23,Liverpool,3.0
4826,Mohamed-Salah,9,2022-23,Liverpool,5.0
4827,Mohamed-Salah,10,2022-23,Liverpool,2.0
4828,Mohamed-Salah,11,2022-23,Liverpool,8.0
4829,Mohamed-Salah,12,2022-23,Liverpool,3.0
4830,Mohamed-Salah,13,2022-23,Liverpool,2.0
4831,Mohamed-Salah,14,2022-23,Liverpool,7.0
4832,Mohamed-Salah,15,2022-23,Liverpool,15.0
4833,Mohamed-Salah,16,2022-23,Liverpool,2.0
4834,Mohamed-Salah,17,2022-23,Liverpool,12.0
4835,Mohamed-Salah,18,2022-23,Liverpool,2.0
4836,Mohamed-Salah,19,2022-23,Liverpool,
4837,William-Saliba,3,2022-23,Arsenal,14.0
4838,William-Saliba,4,2022-23,Arsenal,7.0
4839,William-Saliba,5,2022-23,Arsenal,1.0
4840,William-Saliba,6,2022-23,Arsenal,0.0
4841,William-Saliba,8,2022-23,Arsenal,15.0
4842,William-Saliba,9,2022-23,Arsenal,1.0
4843,William-Saliba,10,2022-23,Arsenal,1.0
4844,William-Saliba,11,2022-23,Arsenal,5.0
4845,William-Saliba,13,2022-23,Arsenal,2.0
4846,William-Saliba,14,2022-23,Arsenal,7.0
4847,William-Saliba,15,2022-23,Arsenal,8.0
4848,William-Saliba,16,2022-23,Arsenal,6.0
4849,William-Saliba,17,2022-23,Arsenal,2.0
4850,William-Saliba,18,2022-23,Arsenal,1.0
4851,William-Saliba,19,2022-23,Arsenal,
4852,Mohammed-Salisu,4,2022-23,Southampton,2.0
4853,Mohammed-Salisu,5,2022-23,Southampton,1.0
4854,Mohammed-Salisu,6,2022-23,Southampton,2.0
4855,Mohammed-Salisu,8,2022-23,Southampton,2.0
4856,Mohammed-Salisu,9,2022-23,Southampton,0.0
4857,Mohammed-Salisu,10,2022-23,Southampton,0.0
4858,Mohammed-Salisu,11,2022-23,Southampton,2.0
4859,Mohammed-Salisu,12,2022-23,Southampton,8.0
4860,Mohammed-Salisu,13,2022-23,Southampton,2.0
4861,Mohammed-Salisu,14,2022-23,Southampton,1.0
4862,Mohammed-Salisu,15,2022-23,Southampton,3.0
4863,Mohammed-Salisu,16,2022-23,Southampton,0.0
4864,Mohammed-Salisu,17,2022-23,Southampton,1.0
4865,Mohammed-Salisu,18,2022-23,Southampton,1.0
4866,Mohammed-Salisu,19,2022-23,Southampton,
4867,Albert-Sambi-Lokonga,2,2022-23,Arsenal,0.0
4868,Albert-Sambi-Lokonga,3,2022-23,Arsenal,1.0
4869,Albert-Sambi-Lokonga,4,2022-23,Arsenal,0.0
4870,Albert-Sambi-Lokonga,5,2022-23,Arsenal,2.0
4871,Albert-Sambi-Lokonga,6,2022-23,Arsenal,2.0
4872,Albert-Sambi-Lokonga,8,2022-23,Arsenal,1.0
4873,Albert-Sambi-Lokonga,9,2022-23,Arsenal,1.0
4874,Albert-Sambi-Lokonga,10,2022-23,Arsenal,0.0
4875,Albert-Sambi-Lokonga,11,2022-23,Arsenal,0.0
4876,Albert-Sambi-Lokonga,13,2022-23,Arsenal,0.0
4877,Albert-Sambi-Lokonga,14,2022-23,Arsenal,0.0
4878,Albert-Sambi-Lokonga,15,2022-23,Arsenal,0.0
4879,Albert-Sambi-Lokonga,17,2022-23,Arsenal,0.0
4880,Albert-Sambi-Lokonga,18,2022-23,Arsenal,0.0
4881,Albert-Sambi-Lokonga,19,2022-23,Arsenal,
4882,Davinson-Sanchez,4,2022-23,Tottenham,7.0
4883,Davinson-Sanchez,5,2022-23,Tottenham,1.0
4884,Davinson-Sanchez,6,2022-23,Tottenham,0.0
4885,Davinson-Sanchez,8,2022-23,Tottenham,0.0
4886,Davinson-Sanchez,9,2022-23,Tottenham,1.0
4887,Davinson-Sanchez,10,2022-23,Tottenham,0.0
4888,Davinson-Sanchez,11,2022-23,Tottenham,1.0
4889,Davinson-Sanchez,12,2022-23,Tottenham,1.0
4890,Davinson-Sanchez,13,2022-23,Tottenham,1.0
4891,Davinson-Sanchez,14,2022-23,Tottenham,0.0
4892,Davinson-Sanchez,15,2022-23,Tottenham,0.0
4893,Davinson-Sanchez,16,2022-23,Tottenham,1.0
4894,Davinson-Sanchez,17,2022-23,Tottenham,1.0
4895,Davinson-Sanchez,18,2022-23,Tottenham,0.0
4896,Davinson-Sanchez,19,2022-23,Tottenham,
4897,Robert-Sanchez,3,2022-23,Brighton,8.0
4898,Robert-Sanchez,4,2022-23,Brighton,8.0
4899,Robert-Sanchez,5,2022-23,Brighton,1.0
4900,Robert-Sanchez,6,2022-23,Brighton,1.0
4901,Robert-Sanchez,9,2022-23,Brighton,2.0
4902,Robert-Sanchez,10,2022-23,Brighton,2.0
4903,Robert-Sanchez,11,2022-23,Brighton,1.0
4904,Robert-Sanchez,12,2022-23,Brighton,6.0
4905,Robert-Sanchez,13,2022-23,Brighton,1.0
4906,Robert-Sanchez,14,2022-23,Brighton,5.0
4907,Robert-Sanchez,15,2022-23,Brighton,2.0
4908,Robert-Sanchez,16,2022-23,Brighton,1.0
4909,Robert-Sanchez,17,2022-23,Brighton,9.0
4910,Robert-Sanchez,18,2022-23,Brighton,1.0
4911,Robert-Sanchez,19,2022-23,Brighton,
4912,Jadon-Sancho,1,2022-23,Manchester Utd,2.0
4913,Jadon-Sancho,2,2022-23,Manchester Utd,1.0
4914,Jadon-Sancho,3,2022-23,Manchester Utd,10.0
4915,Jadon-Sancho,4,2022-23,Manchester Utd,3.0
4916,Jadon-Sancho,5,2022-23,Manchester Utd,10.0
4917,Jadon-Sancho,6,2022-23,Manchester Utd,2.0
4918,Jadon-Sancho,9,2022-23,Manchester Utd,2.0
4919,Jadon-Sancho,10,2022-23,Manchester Utd,0.0
4920,Jadon-Sancho,11,2022-23,Manchester Utd,3.0
4921,Jadon-Sancho,12,2022-23,Manchester Utd,6.0
4922,Jadon-Sancho,13,2022-23,Manchester Utd,1.0
4923,Jadon-Sancho,14,2022-23,Manchester Utd,0.0
4924,Morgan-Sanson,8,2022-23,Aston Villa,0.0
4925,Morgan-Sanson,9,2022-23,Aston Villa,0.0
4926,Morgan-Sanson,10,2022-23,Aston Villa,0.0
4927,Morgan-Sanson,11,2022-23,Aston Villa,0.0
4928,Morgan-Sanson,12,2022-23,Aston Villa,0.0
4929,Morgan-Sanson,13,2022-23,Aston Villa,0.0
4930,Morgan-Sanson,14,2022-23,Aston Villa,0.0
4931,Morgan-Sanson,15,2022-23,Aston Villa,1.0
4932,Morgan-Sanson,16,2022-23,Aston Villa,0.0
4933,Morgan-Sanson,18,2022-23,Aston Villa,0.0
4934,Morgan-Sanson,19,2022-23,Aston Villa,
4935,Morgan-Sanson,20,2022-23,Aston Villa,
4936,Jeremy-Sarmiento,1,2022-23,Brighton,
4937,Jeremy-Sarmiento,2,2022-23,Brighton,
4938,Jeremy-Sarmiento,9,2022-23,Brighton,
4939,Jeremy-Sarmiento,10,2022-23,Brighton,
4940,Jeremy-Sarmiento,11,2022-23,Brighton,
4941,Jeremy-Sarmiento,12,2022-23,Brighton,
4942,Jeremy-Sarmiento,13,2022-23,Brighton,
4943,Jeremy-Sarmiento,14,2022-23,Brighton,
4944,Jeremy-Sarmiento,15,2022-23,Brighton,
4945,Jeremy-Sarmiento,17,2022-23,Brighton,
4946,Jeremy-Sarmiento,18,2022-23,Brighton,
4947,Jeremy-Sarmiento,19,2022-23,Brighton,
4948,Gianluca-Scamacca,1,2022-23,West Ham,1.0
4949,Gianluca-Scamacca,2,2022-23,West Ham,1.0
4950,Gianluca-Scamacca,3,2022-23,West Ham,1.0
4951,Gianluca-Scamacca,4,2022-23,West Ham,2.0
4952,Gianluca-Scamacca,8,2022-23,West Ham,0.0
4953,Gianluca-Scamacca,9,2022-23,West Ham,8.0
4954,Gianluca-Scamacca,10,2022-23,West Ham,9.0
4955,Gianluca-Scamacca,11,2022-23,West Ham,2.0
4956,Gianluca-Scamacca,12,2022-23,West Ham,2.0
4957,Gianluca-Scamacca,13,2022-23,West Ham,2.0
4958,Gianluca-Scamacca,14,2022-23,West Ham,0.0
4959,Gianluca-Scamacca,15,2022-23,West Ham,1.0
4960,Gianluca-Scamacca,16,2022-23,West Ham,1.0
4961,Gianluca-Scamacca,18,2022-23,West Ham,2.0
4962,Gianluca-Scamacca,19,2022-23,West Ham,
4963,Gustavo-Scarpa,19,2022-23,Nott'ham Forest,
4964,Fabian-Schar,4,2022-23,Newcastle Utd,1.0
4965,Fabian-Schar,5,2022-23,Newcastle Utd,0.0
4966,Fabian-Schar,6,2022-23,Newcastle Utd,6.0
4967,Fabian-Schar,8,2022-23,Newcastle Utd,2.0
4968,Fabian-Schar,9,2022-23,Newcastle Utd,6.0
4969,Fabian-Schar,10,2022-23,Newcastle Utd,2.0
4970,Fabian-Schar,11,2022-23,Newcastle Utd,8.0
4971,Fabian-Schar,12,2022-23,Newcastle Utd,5.0
4972,Fabian-Schar,13,2022-23,Newcastle Utd,2.0
4973,Fabian-Schar,14,2022-23,Newcastle Utd,6.0
4974,Fabian-Schar,15,2022-23,Newcastle Utd,2.0
4975,Fabian-Schar,16,2022-23,Newcastle Utd,7.0
4976,Fabian-Schar,17,2022-23,Newcastle Utd,6.0
4977,Fabian-Schar,18,2022-23,Newcastle Utd,6.0
4978,Fabian-Schar,19,2022-23,Newcastle Utd,
4979,Jeffrey-Schlupp,3,2022-23,Crystal Palace,1.0
4980,Jeffrey-Schlupp,4,2022-23,Crystal Palace,2.0
4981,Jeffrey-Schlupp,5,2022-23,Crystal Palace,3.0
4982,Jeffrey-Schlupp,6,2022-23,Crystal Palace,3.0
4983,Jeffrey-Schlupp,9,2022-23,Crystal Palace,1.0
4984,Jeffrey-Schlupp,10,2022-23,Crystal Palace,2.0
4985,Jeffrey-Schlupp,11,2022-23,Crystal Palace,3.0
4986,Jeffrey-Schlupp,12,2022-23,Crystal Palace,2.0
4987,Jeffrey-Schlupp,13,2022-23,Crystal Palace,0.0
4988,Jeffrey-Schlupp,14,2022-23,Crystal Palace,3.0
4989,Jeffrey-Schlupp,15,2022-23,Crystal Palace,2.0
4990,Jeffrey-Schlupp,16,2022-23,Crystal Palace,1.0
4991,Jeffrey-Schlupp,17,2022-23,Crystal Palace,2.0
4992,Jeffrey-Schlupp,18,2022-23,Crystal Palace,3.0
4993,Jeffrey-Schlupp,19,2022-23,Crystal Palace,
4994,Nelson-Semedo,4,2022-23,Wolves,
4995,Nelson-Semedo,5,2022-23,Wolves,
4996,Nelson-Semedo,6,2022-23,Wolves,
4997,Nelson-Semedo,8,2022-23,Wolves,
4998,Nelson-Semedo,9,2022-23,Wolves,
4999,Nelson-Semedo,10,2022-23,Wolves,
5000,Nelson-Semedo,11,2022-23,Wolves,
5001,Nelson-Semedo,12,2022-23,Wolves,
5002,Nelson-Semedo,13,2022-23,Wolves,
5003,Nelson-Semedo,14,2022-23,Wolves,
5004,Nelson-Semedo,15,2022-23,Wolves,
5005,Nelson-Semedo,16,2022-23,Wolves,
5006,Nelson-Semedo,17,2022-23,Wolves,
5007,Nelson-Semedo,18,2022-23,Wolves,
5008,Nelson-Semedo,19,2022-23,Wolves,
5009,Marcos-Senesi,4,2022-23,Bournemouth,-2.0
5010,Marcos-Senesi,5,2022-23,Bournemouth,0.0
5011,Marcos-Senesi,6,2022-23,Bournemouth,0.0
5012,Marcos-Senesi,8,2022-23,Bournemouth,2.0
5013,Marcos-Senesi,9,2022-23,Bournemouth,9.0
5014,Marcos-Senesi,10,2022-23,Bournemouth,2.0
5015,Marcos-Senesi,11,2022-23,Bournemouth,1.0
5016,Marcos-Senesi,12,2022-23,Bournemouth,2.0
5017,Marcos-Senesi,13,2022-23,Bournemouth,1.0
5018,Marcos-Senesi,14,2022-23,Bournemouth,1.0
5019,Marcos-Senesi,15,2022-23,Bournemouth,0.0
